,country,review_description,designation,points,price,winery,variety,region
549,37,221,352.0,91,1.0,11514,7.0,901
550,34,302,353.0,91,1.0,4834,14.0,1176
551,34,241,354.0,88,1.0,6606,1.0,15
552,12,287,355.0,93,1.0,5530,8.0,710
553,19,289,356.0,94,1.0,11737,2.0,941
554,37,288,357.0,89,1.0,13313,18.0,1365
555,34,282,358.0,88,1.0,9561,23.0,426
556,12,179,-1.0,87,1.0,3434,19.0,62
557,37,210,-1.0,83,1.0,1398,6.0,244
558,12,180,359.0,88,1.0,2353,7.0,218
559,37,356,-1.0,93,1.0,318,7.0,369
560,7,215,145.0,85,1.0,2476,4.0,746
561,3,363,360.0,90,1.0,14537,8.0,1188
562,7,242,361.0,89,1.0,6050,5.0,737
563,37,149,-1.0,87,1.0,11532,5.0,378
564,28,176,362.0,86,1.0,10822,16.0,7
565,37,314,363.0,95,1.0,9195,0.0,348
566,12,214,364.0,85,1.0,10790,4.0,1145
567,37,180,365.0,87,1.0,4455,0.0,1369
568,37,101,-1.0,85,1.0,13650,8.0,388
569,37,115,-1.0,84,1.0,12060,13.0,304
570,37,154,366.0,84,1.0,13325,0.0,298
571,12,184,-1.0,92,1.0,3735,11.0,88
572,12,231,367.0,91,1.0,9273,7.0,510
573,7,231,368.0,89,1.0,9017,8.0,421
574,14,273,369.0,90,1.0,4435,22.0,778
575,2,223,370.0,87,1.0,7041,7.0,1325
576,37,320,307.0,91,1.0,1128,7.0,377
577,37,279,371.0,91,1.0,12323,5.0,1368
578,37,334,372.0,92,1.0,9671,7.0,811
579,12,255,373.0,90,1.0,9095,0.0,174
580,12,284,-1.0,90,1.0,5328,0.0,121
581,37,396,-1.0,95,1.0,11074,22.0,1358
582,37,182,38.0,83,1.0,939,0.0,267
583,12,190,-1.0,85,1.0,2515,11.0,85
584,12,118,374.0,86,1.0,627,23.0,12
585,26,325,375.0,90,1.0,4708,7.0,744
586,7,379,376.0,87,1.0,9985,13.0,524
587,12,221,-1.0,86,1.0,8397,11.0,58
588,12,272,377.0,90,1.0,5669,0.0,217
589,37,351,378.0,87,1.0,12951,7.0,250
590,37,232,379.0,90,1.0,7891,8.0,237
591,34,258,380.0,85,1.0,7179,23.0,426
592,37,295,381.0,91,1.0,715,18.0,1358
593,37,317,382.0,87,1.0,4900,1.0,244
594,34,320,383.0,93,1.0,12078,1.0,432
595,37,181,-1.0,87,1.0,8253,21.0,378
596,2,161,384.0,84,1.0,6292,0.0,1377
597,37,243,-1.0,87,1.0,7689,0.0,250
598,37,268,385.0,86,1.0,4454,19.0,902
599,37,233,-1.0,92,1.0,14311,15.0,1358
600,34,264,386.0,84,1.0,7680,14.0,430
601,37,231,387.0,86,1.0,9212,6.0,303
602,34,276,388.0,86,1.0,9496,25.0,860
603,37,209,389.0,87,1.0,8319,0.0,348
604,37,222,390.0,87,1.0,13877,1.0,321
605,19,207,-1.0,87,1.0,6444,1.0,1256
606,19,203,-1.0,89,1.0,8544,2.0,941
607,12,321,-1.0,95,2.0,5574,3.0,87
608,37,230,38.0,89,1.0,11932,7.0,399
609,37,227,391.0,85,1.0,13372,1.0,1360
610,12,245,-1.0,89,1.0,9100,9.0,47
611,0,309,392.0,94,1.0,319,4.0,759
612,37,207,-1.0,90,1.0,11184,21.0,321
613,37,352,-1.0,88,1.0,9227,0.0,377
614,3,234,-1.0,91,1.0,14281,10.0,110
615,37,238,393.0,88,1.0,12375,21.0,811
616,12,168,-1.0,86,1.0,2998,11.0,58
617,12,330,-1.0,89,1.0,3928,8.0,710
618,37,305,394.0,90,1.0,146,18.0,337
619,37,244,395.0,89,1.0,12894,11.0,805
620,12,138,396.0,81,1.0,5666,19.0,977
621,37,209,9.0,87,1.0,7141,25.0,1358
622,12,173,397.0,88,1.0,2202,23.0,12
623,37,344,-1.0,89,1.0,768,5.0,370
624,37,294,-1.0,88,1.0,8806,0.0,377
625,37,287,398.0,90,1.0,14583,21.0,311
626,37,294,-1.0,90,1.0,7967,5.0,1358
627,37,182,-1.0,88,1.0,865,5.0,1365
628,37,206,-1.0,86,1.0,8154,5.0,337
629,12,253,399.0,83,1.0,209,19.0,1005
630,19,211,400.0,87,1.0,11066,2.0,939
631,37,231,401.0,91,1.0,1908,10.0,386
632,34,139,-1.0,82,1.0,13227,14.0,432
633,19,168,402.0,87,1.0,7004,2.0,941
634,37,397,403.0,93,1.0,2295,12.0,370
635,2,313,-1.0,89,1.0,12810,7.0,1319
636,37,304,-1.0,87,1.0,1364,21.0,1369
637,37,130,404.0,84,1.0,6761,6.0,232
638,28,158,-1.0,83,1.0,9385,19.0,1334
639,12,116,18.0,91,1.0,3741,11.0,88
640,6,230,405.0,88,1.0,13495,15.0,105
641,37,238,406.0,89,1.0,1599,3.0,1358
642,37,156,-1.0,89,1.0,8925,5.0,332
643,28,212,407.0,86,1.0,7526,17.0,7
644,37,189,408.0,85,1.0,7961,8.0,811
645,37,161,409.0,83,1.0,1489,26.0,893
646,4,187,397.0,88,1.0,2203,23.0,962
647,37,177,410.0,87,1.0,9690,0.0,346
648,0,216,411.0,86,1.0,4564,4.0,754
649,12,250,-1.0,91,1.0,7080,21.0,58
650,12,218,-1.0,88,1.0,3174,11.0,67
651,19,164,19.0,85,1.0,4662,1.0,1060
652,14,217,412.0,89,1.0,10847,22.0,777
653,37,223,413.0,86,1.0,8628,0.0,378
654,37,227,414.0,91,1.0,9054,7.0,399
655,37,262,-1.0,86,1.0,11753,0.0,337
656,37,176,415.0,86,1.0,482,22.0,805
657,37,154,416.0,86,1.0,10107,5.0,230
658,37,196,417.0,86,1.0,1969,22.0,805
659,12,181,418.0,86,1.0,3595,19.0,982
660,37,372,-1.0,91,1.0,881,15.0,1358
661,19,266,419.0,88,1.0,10927,2.0,939
662,37,441,-1.0,89,1.0,7731,7.0,902
663,12,180,65.0,91,1.0,254,7.0,223
664,37,240,-1.0,90,1.0,8704,13.0,1358
665,19,278,420.0,89,1.0,9715,12.0,1219
666,14,236,421.0,90,1.0,9653,22.0,777
667,37,154,-1.0,85,1.0,12964,0.0,378
668,12,304,-1.0,97,7.0,9093,0.0,179
669,37,226,422.0,87,1.0,844,0.0,250
670,37,205,-1.0,88,1.0,8455,0.0,348
671,19,215,423.0,87,1.0,8620,1.0,454
672,37,201,424.0,85,1.0,9851,5.0,335
673,37,246,425.0,85,1.0,12366,1.0,805
674,26,220,38.0,90,1.0,4329,0.0,597
675,37,187,426.0,87,1.0,7317,26.0,1358
676,19,239,427.0,90,1.0,4465,1.0,1239
677,37,96,428.0,84,1.0,9522,1.0,244
678,19,313,-1.0,93,1.0,7779,12.0,1216
679,12,495,429.0,96,2.0,5547,22.0,11
680,37,296,430.0,93,1.0,9999,5.0,321
681,37,253,-1.0,87,1.0,8262,15.0,805
682,37,220,-1.0,92,1.0,789,5.0,400
683,19,370,431.0,94,1.0,992,1.0,1060
684,19,194,432.0,86,1.0,1825,1.0,1302
685,37,270,-1.0,90,1.0,5946,8.0,278
686,37,349,433.0,88,1.0,9759,15.0,372
687,19,294,434.0,87,1.0,164,1.0,1114
688,37,301,435.0,92,1.0,9226,7.0,377
689,0,238,145.0,83,1.0,11711,5.0,754
690,19,303,436.0,86,1.0,6048,24.0,828
691,37,96,-1.0,82,1.0,12600,13.0,378
692,19,228,437.0,90,1.0,2053,2.0,941
693,19,251,438.0,89,1.0,14032,1.0,1256
694,28,242,439.0,90,1.0,10055,17.0,8
695,0,423,440.0,90,1.0,338,4.0,759
696,34,372,441.0,92,1.0,6575,25.0,860
697,37,203,442.0,84,1.0,1773,7.0,378
698,37,191,443.0,82,1.0,11810,1.0,1340
699,37,368,444.0,93,1.0,2298,0.0,269
700,19,389,445.0,96,1.0,1525,2.0,941
701,37,292,446.0,94,1.0,7971,25.0,321
702,37,300,112.0,90,1.0,13239,5.0,321
703,37,338,105.0,91,1.0,1885,7.0,886
704,37,281,447.0,90,1.0,9612,0.0,268
705,19,216,448.0,84,1.0,1336,24.0,827
706,37,216,-1.0,88,1.0,6028,6.0,337
707,37,204,449.0,90,1.0,11950,1.0,1367
708,37,233,-1.0,90,1.0,4297,7.0,893
709,37,337,105.0,88,1.0,4920,27.0,902
710,37,294,450.0,89,1.0,10521,22.0,891
711,12,283,451.0,84,1.0,4994,20.0,510
712,37,197,-1.0,91,1.0,13694,5.0,321
713,37,348,452.0,89,1.0,1478,1.0,1370
714,3,188,453.0,91,1.0,7097,10.0,419
715,37,220,454.0,89,1.0,13372,1.0,1358
716,37,359,265.0,93,1.0,6012,0.0,276
717,37,272,455.0,90,1.0,11442,1.0,267
718,37,133,-1.0,83,1.0,989,6.0,337
719,37,239,456.0,92,1.0,7967,5.0,1360
720,37,309,457.0,93,1.0,13396,0.0,369
721,2,253,-1.0,82,1.0,13179,0.0,29
722,37,129,458.0,82,1.0,14435,5.0,244
723,34,252,459.0,84,1.0,1252,14.0,504
724,12,363,460.0,94,1.0,1320,22.0,11
725,37,380,-1.0,91,1.0,4462,1.0,1358
726,37,120,-1.0,82,1.0,7590,8.0,321
727,28,193,461.0,88,1.0,1948,17.0,8
728,0,210,462.0,84,1.0,5923,1.0,759
729,26,303,463.0,89,1.0,11990,7.0,743
730,14,256,464.0,90,1.0,14363,22.0,992
731,37,207,465.0,90,1.0,11281,5.0,321
732,28,218,466.0,90,1.0,11335,16.0,536
733,14,208,467.0,88,1.0,6807,7.0,32
734,37,249,468.0,88,1.0,9185,7.0,889
735,37,309,469.0,93,1.0,6080,5.0,283
736,37,258,470.0,89,1.0,13208,18.0,372
737,37,223,-1.0,89,1.0,11541,1.0,370
738,37,351,471.0,91,1.0,14342,7.0,237
739,12,314,472.0,94,3.0,9092,7.0,159
740,12,217,245.0,95,1.0,3014,3.0,87
741,12,196,473.0,88,1.0,4111,11.0,57
742,37,193,-1.0,88,1.0,13711,13.0,313
743,37,155,-1.0,86,1.0,7922,8.0,321
744,19,258,474.0,88,1.0,11849,24.0,837
745,37,286,475.0,93,1.0,13549,4.0,238
746,37,317,476.0,90,1.0,4266,1.0,13
747,37,357,9.0,92,1.0,7557,5.0,313
748,28,173,477.0,87,1.0,11358,17.0,1334
749,34,259,-1.0,81,1.0,4769,25.0,504
750,37,148,-1.0,84,1.0,7380,7.0,378
751,37,260,478.0,86,1.0,7961,7.0,811
752,37,178,-1.0,86,1.0,7213,5.0,1358
753,26,261,-1.0,91,1.0,7247,8.0,743
754,12,140,479.0,85,1.0,7320,9.0,47
755,37,244,480.0,91,1.0,11917,13.0,900
756,34,262,481.0,85,1.0,9062,14.0,851
757,0,426,482.0,93,1.0,12986,4.0,754
758,29,157,483.0,84,1.0,4710,24.0,1327
759,37,209,484.0,90,1.0,2427,0.0,1360
760,37,244,485.0,90,1.0,10013,5.0,290
761,12,142,-1.0,84,1.0,9540,19.0,666
762,37,303,-1.0,86,1.0,7703,27.0,234
763,7,275,486.0,89,1.0,11714,5.0,226
764,37,279,487.0,91,1.0,9537,1.0,1358
765,19,244,488.0,91,1.0,11921,1.0,1247
766,37,114,489.0,84,1.0,13787,5.0,378
767,37,173,490.0,85,1.0,7796,5.0,230
768,37,254,491.0,93,1.0,12954,7.0,236
769,37,217,38.0,86,1.0,1540,6.0,297
770,19,229,492.0,89,1.0,6706,2.0,953
771,37,148,493.0,86,1.0,10028,18.0,304
772,19,218,494.0,91,1.0,9649,2.0,941
773,37,345,495.0,92,1.0,9466,21.0,1358
774,37,175,-1.0,84,1.0,10075,13.0,267
775,19,261,496.0,92,1.0,13145,1.0,1060
776,37,215,144.0,90,1.0,14473,0.0,348
777,19,300,497.0,91,1.0,7166,14.0,827
778,0,230,498.0,85,1.0,8562,0.0,754
779,37,219,-1.0,88,1.0,458,25.0,1370
780,15,156,499.0,86,1.0,6136,14.0,931
781,28,182,500.0,84,1.0,11326,17.0,536
782,19,273,501.0,90,2.0,1644,2.0,941
783,28,143,502.0,84,1.0,6019,17.0,686
784,12,108,503.0,85,1.0,2214,0.0,202
785,19,265,504.0,87,1.0,9388,0.0,1060
786,12,200,23.0,88,1.0,8003,27.0,11
787,37,272,505.0,90,1.0,481,15.0,811
788,19,125,125.0,86,1.0,13824,1.0,1256
789,2,304,-1.0,85,1.0,9695,21.0,29
790,37,289,506.0,88,1.0,12395,7.0,902
791,37,281,507.0,90,1.0,7602,7.0,377
792,37,255,508.0,92,1.0,1058,18.0,1358
793,37,66,509.0,82,1.0,7100,19.0,244
794,37,324,510.0,93,1.0,9446,7.0,348
795,19,251,511.0,91,1.0,6523,1.0,438
796,28,108,512.0,88,1.0,11375,17.0,536
797,37,378,513.0,91,1.0,964,13.0,244
798,12,192,514.0,88,1.0,7999,19.0,710
799,37,161,515.0,85,1.0,708,0.0,1338
800,37,361,516.0,97,2.0,9195,7.0,348
801,12,233,-1.0,90,1.0,8012,7.0,159
802,12,234,517.0,89,1.0,7148,20.0,510
803,37,281,518.0,91,1.0,12954,0.0,269
804,37,249,519.0,88,1.0,7693,0.0,305
805,28,271,520.0,88,1.0,137,16.0,1192
806,3,252,397.0,88,1.0,12748,23.0,1387
807,28,257,-1.0,93,1.0,11361,16.0,536
808,37,248,521.0,84,1.0,6514,18.0,361
809,19,269,522.0,87,1.0,8815,24.0,840
810,12,270,523.0,92,1.0,14270,20.0,510
811,12,188,-1.0,86,1.0,4237,11.0,74
812,12,207,65.0,89,1.0,5450,7.0,222
813,28,229,524.0,88,1.0,8701,16.0,536
814,7,163,525.0,86,1.0,314,13.0,734
815,37,149,-1.0,85,1.0,12045,22.0,1370
816,0,293,145.0,91,1.0,9150,4.0,751
817,37,200,38.0,88,1.0,7609,21.0,1358
818,37,193,-1.0,82,1.0,6935,0.0,378
819,37,90,272.0,83,1.0,6035,0.0,348
820,37,277,-1.0,87,1.0,8122,5.0,332
821,37,334,38.0,94,2.0,8850,11.0,1368
822,37,194,526.0,88,1.0,9035,7.0,886
823,37,259,352.0,91,1.0,10625,7.0,901
824,7,225,527.0,81,1.0,12108,7.0,506
825,19,268,528.0,90,1.0,819,2.0,939
826,12,261,529.0,94,2.0,5683,18.0,996
827,12,240,530.0,86,1.0,5305,0.0,122
828,37,300,531.0,92,1.0,13237,7.0,244
829,19,219,532.0,87,1.0,2037,2.0,941
830,34,239,533.0,87,1.0,1195,1.0,677
831,37,176,-1.0,91,1.0,8093,5.0,230
832,37,118,534.0,89,1.0,10546,22.0,1369
833,37,183,-1.0,88,1.0,10705,8.0,297
834,0,211,535.0,82,1.0,9806,5.0,907
835,37,354,536.0,90,1.0,13459,7.0,889
836,37,270,537.0,90,1.0,14473,7.0,348
837,37,197,538.0,90,1.0,13707,6.0,348
838,37,270,-1.0,87,1.0,13315,8.0,290
839,19,258,125.0,87,1.0,13861,12.0,1216
840,12,173,539.0,83,1.0,8907,7.0,573
841,12,198,540.0,90,1.0,3267,11.0,58
842,12,293,541.0,88,1.0,7318,19.0,658
843,12,244,-1.0,95,1.0,3169,3.0,98
844,37,288,542.0,90,1.0,8686,11.0,1358
845,37,240,543.0,87,1.0,14620,7.0,902
846,12,308,544.0,90,1.0,12629,20.0,510
847,37,371,545.0,92,1.0,7389,1.0,811
848,37,186,546.0,85,1.0,8291,6.0,378
849,26,298,547.0,89,1.0,839,8.0,743
850,14,256,-1.0,90,1.0,12180,22.0,777
851,37,216,-1.0,90,1.0,10780,6.0,321
852,37,356,526.0,94,1.0,7883,7.0,886
853,37,368,548.0,97,1.0,14473,7.0,348
854,12,244,549.0,94,2.0,5186,7.0,223
855,19,201,-1.0,86,1.0,13189,12.0,1247
856,37,270,550.0,90,1.0,8668,11.0,388
857,12,143,551.0,85,1.0,8110,0.0,117
858,12,275,552.0,85,1.0,6160,8.0,698
859,34,162,553.0,86,1.0,5857,1.0,504
860,12,390,-1.0,84,1.0,6912,7.0,666
861,37,131,105.0,84,1.0,2333,13.0,255
862,19,268,554.0,88,1.0,4730,2.0,941
863,37,236,555.0,89,1.0,9364,7.0,367
864,19,204,556.0,87,1.0,488,0.0,721
865,12,269,-1.0,94,1.0,7498,7.0,172
866,37,183,557.0,85,1.0,12441,22.0,812
867,12,244,-1.0,95,1.0,5264,7.0,128
868,14,246,558.0,87,1.0,8843,22.0,777
869,0,279,486.0,87,1.0,2338,4.0,913
870,37,260,559.0,93,1.0,14269,5.0,321
871,19,237,560.0,92,1.0,11786,1.0,1247
872,19,196,561.0,86,1.0,13441,23.0,611
873,12,276,562.0,93,1.0,3575,4.0,1145
874,12,273,563.0,94,1.0,4881,8.0,710
875,28,196,564.0,86,1.0,754,16.0,1037
876,37,360,-1.0,94,1.0,10086,5.0,313
877,19,221,113.0,91,1.0,13193,1.0,1219
878,28,194,565.0,88,1.0,1982,16.0,7
879,28,161,566.0,84,1.0,11382,19.0,1334
880,34,392,567.0,92,1.0,1759,1.0,429
881,3,240,568.0,90,1.0,10234,8.0,1187
882,37,282,569.0,91,1.0,6152,14.0,372
883,37,167,-1.0,87,1.0,12386,8.0,284
884,33,307,570.0,87,1.0,1408,14.0,1382
885,33,212,-1.0,84,1.0,8164,21.0,1382
886,12,166,-1.0,84,1.0,3855,11.0,76
887,12,201,571.0,84,1.0,892,23.0,568
888,36,331,572.0,86,1.0,8215,11.0,1210
889,28,228,573.0,93,1.0,12551,16.0,540
890,37,365,574.0,93,1.0,1459,7.0,299
891,19,219,575.0,90,1.0,250,2.0,941
892,7,235,145.0,85,1.0,13192,13.0,516
893,34,297,576.0,90,1.0,1317,25.0,859
894,37,365,577.0,87,1.0,8455,7.0,348
895,37,336,578.0,87,1.0,5022,11.0,337
896,12,258,34.0,89,1.0,10362,1.0,633
897,19,225,579.0,90,1.0,2109,12.0,1219
898,12,240,580.0,85,1.0,6998,14.0,1138
899,12,224,581.0,87,1.0,5827,19.0,972
900,28,145,582.0,86,1.0,7523,17.0,7
901,37,254,583.0,90,1.0,12021,5.0,398
902,12,167,584.0,85,1.0,2244,8.0,713
903,12,206,-1.0,84,1.0,3466,11.0,96
904,12,281,585.0,92,1.0,8641,4.0,1145
905,12,224,586.0,85,1.0,8956,8.0,570
906,37,198,-1.0,83,1.0,12366,27.0,805
907,37,241,89.0,88,1.0,12640,0.0,811
908,28,186,587.0,85,1.0,9955,17.0,7
909,37,386,588.0,94,1.0,11949,7.0,369
910,28,345,145.0,92,1.0,2001,16.0,540
911,12,334,-1.0,88,1.0,9301,13.0,570
912,12,190,589.0,90,1.0,6330,19.0,977
913,28,164,-1.0,87,1.0,11342,17.0,1021
914,37,233,38.0,84,1.0,10370,24.0,244
915,3,196,590.0,89,1.0,12206,10.0,815
916,37,151,591.0,88,1.0,14482,6.0,267
917,3,371,592.0,94,1.0,7010,10.0,625
918,34,286,127.0,87,1.0,1743,25.0,860
919,37,183,593.0,85,1.0,7809,0.0,361
920,37,326,-1.0,90,1.0,13787,12.0,378
921,37,265,594.0,94,1.0,8118,7.0,377
922,12,328,595.0,89,1.0,2856,11.0,77
923,12,125,596.0,83,1.0,9900,0.0,208
924,37,129,597.0,91,1.0,8470,7.0,299
925,12,240,65.0,90,1.0,1027,0.0,126
926,37,241,38.0,89,1.0,6833,13.0,348
927,37,239,397.0,87,1.0,8256,23.0,399
928,37,148,598.0,87,1.0,2199,11.0,1358
929,26,267,-1.0,87,1.0,1445,7.0,743
930,37,236,599.0,91,1.0,365,0.0,902
931,37,275,600.0,89,1.0,9701,8.0,230
932,12,225,601.0,90,1.0,5492,0.0,208
933,0,194,602.0,83,1.0,9806,4.0,907
934,19,278,-1.0,87,1.0,5881,12.0,1242
935,33,258,-1.0,88,1.0,762,0.0,1382
936,37,162,-1.0,83,1.0,13599,22.0,1370
937,28,254,603.0,89,1.0,7526,17.0,7
938,37,206,604.0,84,1.0,14381,15.0,897
939,37,379,605.0,91,1.0,5503,7.0,902
940,12,292,-1.0,93,1.0,3484,11.0,81
941,7,270,606.0,89,1.0,9615,0.0,1027
942,3,395,607.0,95,1.0,6171,22.0,1344
943,37,75,608.0,82,1.0,11121,6.0,304
944,37,263,609.0,90,1.0,8508,0.0,348
945,37,229,-1.0,87,1.0,8258,15.0,1338
946,19,222,-1.0,91,1.0,1833,14.0,1057
947,28,168,610.0,84,1.0,1993,19.0,540
948,3,355,611.0,92,1.0,9471,22.0,1207
949,37,186,-1.0,86,1.0,1560,0.0,250
950,19,208,612.0,90,1.0,7933,12.0,1239
951,37,149,371.0,90,1.0,9746,4.0,1368
952,37,360,279.0,95,1.0,6334,7.0,348
953,37,279,-1.0,90,1.0,8274,0.0,298
954,19,249,-1.0,92,1.0,2055,2.0,953
955,19,315,613.0,91,1.0,6123,24.0,821
956,37,393,614.0,89,1.0,7876,7.0,348
957,19,310,-1.0,92,1.0,1794,12.0,1216
958,37,333,-1.0,88,1.0,10992,7.0,893
959,12,254,615.0,93,1.0,5469,7.0,114
960,12,159,245.0,92,1.0,2728,11.0,84
961,12,264,616.0,87,1.0,13956,8.0,698
962,37,286,617.0,88,1.0,1721,6.0,290
963,12,205,-1.0,86,1.0,3715,11.0,76
964,37,237,618.0,89,1.0,12747,25.0,273
965,37,198,-1.0,89,1.0,10412,0.0,361
966,37,214,619.0,88,1.0,8497,7.0,399
967,19,284,620.0,95,2.0,9572,2.0,941
968,12,197,621.0,88,1.0,3768,19.0,977
969,37,324,622.0,92,1.0,10722,0.0,250
970,37,286,623.0,93,1.0,5886,0.0,321
971,12,219,624.0,88,1.0,5263,0.0,183
972,37,293,-1.0,94,1.0,12765,5.0,280
973,12,234,625.0,88,1.0,1068,22.0,11
974,19,240,-1.0,88,1.0,14024,12.0,1242
975,37,178,626.0,88,1.0,8821,1.0,231
976,14,324,-1.0,89,1.0,13243,22.0,777
977,28,185,145.0,89,1.0,11424,16.0,536
978,37,367,627.0,95,1.0,13208,13.0,371
979,12,194,-1.0,85,1.0,5351,0.0,126
980,12,419,460.0,94,1.0,5297,22.0,11
981,37,314,628.0,93,1.0,14619,19.0,398
982,37,266,105.0,91,1.0,8581,7.0,236
983,37,377,629.0,92,1.0,14461,13.0,1370
984,19,237,630.0,87,1.0,12001,1.0,477
985,0,249,250.0,86,1.0,14203,0.0,754
986,37,361,631.0,92,1.0,12082,1.0,361
987,3,184,632.0,89,1.0,9232,10.0,1344
988,37,331,633.0,92,1.0,4682,7.0,369
989,37,287,634.0,89,1.0,11982,7.0,901
990,33,214,-1.0,86,1.0,13352,0.0,1382
991,28,149,635.0,84,1.0,4841,19.0,686
992,37,161,-1.0,84,1.0,1463,7.0,244
993,37,392,-1.0,87,1.0,10244,6.0,243
994,12,339,636.0,94,1.0,5139,7.0,114
995,37,241,637.0,91,1.0,1576,11.0,1368
996,2,234,-1.0,87,1.0,9475,5.0,1317
997,37,181,495.0,91,1.0,14467,11.0,321
998,37,160,-1.0,86,1.0,4337,5.0,898
999,12,154,18.0,92,1.0,3484,11.0,81
1000,37,188,-1.0,90,1.0,9227,0.0,348
1001,37,281,-1.0,91,1.0,954,8.0,284
1002,12,213,-1.0,86,1.0,3533,11.0,58
1003,28,276,638.0,88,1.0,6354,16.0,1192
1004,19,267,639.0,88,1.0,4484,1.0,1219
1005,12,132,-1.0,86,1.0,3681,11.0,1139
1006,37,195,640.0,90,1.0,10759,8.0,321
1007,12,220,641.0,93,3.0,9093,0.0,125
1008,37,175,-1.0,86,1.0,13707,22.0,234
1009,3,201,-1.0,85,1.0,11170,19.0,815
1010,28,201,-1.0,86,1.0,11397,17.0,1192
1011,37,334,642.0,88,1.0,1945,1.0,396
1012,37,268,643.0,84,1.0,7549,0.0,805
1013,37,213,644.0,87,1.0,14018,5.0,321
1014,37,181,645.0,87,1.0,12774,15.0,1370
1015,12,131,-1.0,84,1.0,2614,11.0,85
1016,37,189,646.0,85,1.0,14517,6.0,274
1017,37,316,647.0,89,1.0,12469,1.0,1358
1018,37,247,648.0,84,1.0,4941,0.0,348
1019,19,158,-1.0,87,1.0,1744,14.0,1213
1020,37,163,-1.0,90,1.0,12486,8.0,378
1021,12,290,649.0,88,1.0,8906,19.0,977
1022,12,211,650.0,84,1.0,802,19.0,1016
1023,37,123,-1.0,88,1.0,9022,5.0,1370
1024,7,268,651.0,88,1.0,9924,5.0,737
1025,28,250,652.0,92,1.0,1953,16.0,7
1026,19,242,-1.0,84,1.0,1649,0.0,832
1027,37,338,-1.0,92,1.0,11862,12.0,244
1028,37,209,-1.0,85,1.0,1560,7.0,378
1029,12,256,-1.0,86,1.0,8759,8.0,570
1030,37,368,653.0,92,1.0,12264,6.0,230
1031,12,139,-1.0,87,1.0,5344,0.0,117
1032,37,196,654.0,90,1.0,7880,21.0,1358
1033,0,199,655.0,83,1.0,6595,8.0,758
1034,37,191,656.0,89,1.0,12959,13.0,1365
1035,3,536,657.0,96,1.0,6171,10.0,1344
1036,37,340,-1.0,90,1.0,10722,7.0,377
1037,37,170,-1.0,91,1.0,4702,15.0,1358
1038,37,226,38.0,87,1.0,10780,15.0,349
1039,14,277,658.0,91,1.0,5928,22.0,777
1040,37,305,659.0,91,1.0,7364,11.0,337
1041,37,306,660.0,90,1.0,14633,19.0,370
1042,19,203,661.0,89,1.0,8961,0.0,833
1043,37,265,662.0,91,1.0,4705,18.0,1360
1044,12,148,18.0,91,1.0,2635,11.0,88
1045,37,284,-1.0,87,1.0,469,5.0,1340
1046,37,331,-1.0,87,1.0,6624,7.0,893
1047,37,186,9.0,90,1.0,12445,0.0,250
1048,37,199,-1.0,87,1.0,11192,7.0,893
1049,37,208,663.0,86,1.0,7367,5.0,244
1050,12,191,-1.0,90,1.0,4114,11.0,63
1051,37,292,664.0,92,1.0,8115,7.0,348
1052,37,298,-1.0,86,1.0,9033,6.0,290
1053,12,245,665.0,95,1.0,9093,7.0,127
1054,37,179,311.0,86,1.0,11639,7.0,899
1055,37,292,-1.0,84,1.0,9993,6.0,372
1056,19,329,666.0,93,1.0,13127,1.0,1048
1057,19,186,667.0,87,1.0,2193,2.0,941
1058,37,214,-1.0,87,1.0,10539,21.0,337
1059,0,204,145.0,87,1.0,11913,5.0,754
1060,37,396,668.0,92,1.0,9024,18.0,337
1061,12,118,669.0,84,1.0,3904,23.0,68
1062,19,131,-1.0,82,1.0,6402,12.0,1219
1063,37,184,-1.0,83,1.0,12249,0.0,250
1064,37,192,670.0,91,1.0,13504,13.0,1368
1065,7,221,671.0,84,1.0,8149,5.0,524
1066,12,265,367.0,92,1.0,9273,7.0,510
1067,37,200,38.0,87,2.0,1124,5.0,321
1068,12,216,672.0,89,1.0,6762,8.0,704
1069,12,244,673.0,94,2.0,5036,20.0,510
1070,12,268,674.0,88,1.0,3929,0.0,162
1071,37,307,675.0,90,1.0,2427,8.0,1360
1072,37,287,422.0,91,1.0,1014,0.0,250
1073,37,260,38.0,88,1.0,4516,21.0,1358
1074,37,218,-1.0,85,1.0,12092,8.0,370
1075,18,329,676.0,92,1.0,9248,5.0,1038
1076,37,160,-1.0,86,1.0,5070,13.0,370
1077,37,279,-1.0,87,1.0,14473,7.0,377
1078,37,211,-1.0,86,1.0,6028,6.0,337
1079,37,198,677.0,87,1.0,8367,1.0,321
1080,12,330,-1.0,94,1.0,3500,11.0,96
1081,12,256,678.0,88,1.0,3170,3.0,64
1082,12,252,679.0,90,1.0,2352,20.0,510
1083,19,201,680.0,89,1.0,9419,14.0,827
1084,37,247,681.0,83,1.0,9821,5.0,337
1085,12,229,-1.0,91,1.0,2619,3.0,59
1086,12,175,682.0,88,1.0,11526,19.0,975
1087,12,206,-1.0,90,1.0,4263,19.0,977
1088,19,351,683.0,95,3.0,1534,2.0,941
1089,34,222,127.0,88,1.0,6,25.0,859
1090,37,230,684.0,88,1.0,9830,22.0,1358
1091,28,254,685.0,87,1.0,4841,16.0,686
1092,19,199,686.0,86,1.0,1838,21.0,465
1093,37,211,177.0,87,1.0,10105,23.0,321
1094,0,288,-1.0,90,1.0,9150,4.0,751
